dt,temp,humidity,wind_speed,rain_1h,snow_1h
1614430800,12.23,67,1.54,0,0
1614434400,12.61,58,2.57,0,0
1614438000,12.1,62,3.09,0,0
1614441600,11.64,58,2.57,0,0
1614445200,10.11,58,3.09,0,0
1614448800,8.6,66,1.03,0,0
1614452400,7.89,76,1.35,0,0
1614456000,6.33,87,1.03,0,0
1614459600,6.27,87,2.06,0,0
1614463200,6.08,81,2.06,0,0
1614466800,5.06,87,1.03,0,0
1614470400,4.2,93,1.12,0,0
1614474000,3.87,100,1.54,0,0
1614477600,3.47,93,1.54,0,0
1614481200,2.73,100,1.03,0,0
1614484800,2.43,100,1.54,0,0
1614488400,2.64,93,1.03,0,0
1614492000,2.61,93,1.54,0,0
1614495600,2.32,93,1.54,0,0
1614499200,4.67,100,0.51,0,0
1614502800,7.49,93,1.03,0,0
1614506400,9.16,76,0.77,0,0
1614510000,10.97,71,1.54,0,0
1614513600,11.86,62,3.09,0,0
1614517200,12.57,62,3.09,0,0
1614520800,13.41,58,3.09,0,0
1614524400,12.85,58,3.6,0,0
1614528000,13.35,55,4.12,0,0
1614531600,11.48,58,2.57,0,0
1614535200,9.91,66,2.06,0,0
1614538800,8.93,76,1.54,0,0
1614542400,8.35,76,2.57,0,0
1614546000,7.32,81,3.6,0,0
1614549600,6.99,81,2.06,0,0
1614553200,6.53,81,2.06,0,0
1614556800,5.01,93,1.03,0,0
1614560400,4.3,93,1.54,0,0
1614564000,3.91,93,1.03,0,0
1614567600,3.86,100,2.06,0,0
1614571200,3.12,93,1.54,0,0
1614574800,2.66,100,1.03,0,0
1614578400,3.4,93,2.06,0,0
1614582000,3.38,93,2.57,0,0
1614585600,6.44,93,1.03,0,0
1614589200,10.02,87,1.03,0,0
1614592800,11.87,71,1.03,0,0
1614596400,13.67,62,2.57,0,0
1614600000,14.2,63,1.54,0,0
1614603600,14.81,58,2.06,0,0
1614607200,15.36,55,1.54,0,0
1614610800,15.02,63,1.54,0,0
1614614400,15.36,58,2.06,0,0
1614618000,12.98,55,1.03,0,0
1614621600,11.76,62,1.28,0,0
1614625200,10.04,76,1.54,0,0
1614628800,8.23,81,1.54,0,0
1614632400,7.51,87,1.03,0,0
1614636000,7.51,87,1.54,0,0
1614639600,7.38,93,2.06,0,0
1614643200,7.75,87,1.54,0,0
1614646800,7.38,87,0.51,0,0
1614650400,6.67,100,1.54,0,0
1614654000,7.37,87,2.06,0,0
1614657600,7.07,87,2.57,0,0
1614661200,7.26,87,1.03,0,0
1614664800,7.23,87,2.06,0,0
1614668400,7.26,87,1.03,0,0
1614672000,10.26,81,1.54,0,0
1614675600,11.42,81,1.03,0,0
1614679200,12.84,76,1.54,0,0
1614682800,14.92,77,1.72,0,0
1614686400,15.32,67,2.57,0,0
1614690000,15.9,67,2.06,0,0
1614693600,16.26,59,2.57,0,0
1614697200,16.78,59,3.09,0,0
1614700800,17.04,63,2.57,0,0
1614704400,14.34,67,2.57,0,0
1614708000,12.85,72,1.54,0,0
1614711600,11.32,76,1.03,0,0
1614715200,9.8,82,1.54,0,0
1614718800,9.05,87,1.54,0,0
1614722400,8.37,87,1.54,0,0
1614726000,8.11,93,1.54,0,0
1614729600,8.47,87,1.54,0,0
1614733200,8.19,93,2.06,0,0
1614736800,8.01,93,1.03,0,0
1614740400,7.58,93,0.51,0,0
1614744000,7.21,93,1.03,0,0
1614747600,7.47,93,1.03,0,0
1614751200,7.42,93,1.03,0,0
1614754800,7.07,93,1.03,0,0
1614758400,8.96,93,1.03,0,0
1614762000,10.77,93,1.03,0,0
1614765600,12.26,94,1.36,0,0
1614769200,14.69,63,2.57,0,0
1614772800,15.37,63,3.09,0,0
1614776400,16.17,55,3.6,0,0
1614780000,16.16,55,3.09,0,0
1614783600,16.01,51,3.09,0,0
1614787200,15.87,59,3.09,0,0
1614790800,14.32,67,2.06,0,0
1614794400,12.67,62,1.54,0,0
1614798000,10.92,71,0.51,0,0
1614801600,8.75,81,1.03,0,0
1614805200,8.03,87,1.54,0,0
1614808800,7.71,87,1.03,0,0
1614812400,7.81,87,2.06,0,0
1614816000,7.78,87,2.06,0,0
1614819600,7.01,93,1.54,0,0
1614823200,6.85,93,2.57,0,0
1614826800,7.15,93,1.54,0,0
1614830400,6.53,87,1.54,0,0
1614834000,6.34,87,2.57,0,0
1614837600,5.93,93,1.54,0,0
1614841200,5.62,93,1.03,0,0
1614844800,9.32,100,1.03,0,0
1614848400,11.57,82,1.54,0,0
1614852000,13.74,67,1.03,0,0
1614855600,15.46,59,2.06,0,0
1614859200,16.09,55,2.57,0,0
1614862800,16.15,55,3.09,0,0
1614866400,16.78,55,3.09,0,0
1614870000,17.04,55,2.57,0,0
1614873600,17.59,52,2.06,0,0
1614877200,14.97,59,1.54,0,0
1614880800,13.25,59,1.54,0,0
1614884400,13.41,63,0.51,0,0
1614888000,12.26,72,1.03,0,0
1614891600,11.8,67,1.54,0,0
1614895200,11.47,71,2.06,0,0
1614898800,10.33,76,1.54,0,0
1614902400,9.61,76,0.86,0,0
1614906000,9.52,82,1.03,0,0
1614909600,8.23,87,0.51,0,0
1614913200,8.07,87,1.54,0,0
1614916800,8.05,87,1.54,0,0
1614920400,6.57,93,1.03,0,0
1614924000,6.8,93,1.54,0,0
1614927600,7.17,100,2.06,0,0
1614931200,8.93,93,1.54,0,0
1614934800,10.12,100,2.06,0,0
1614938400,10.99,100,2.06,0,0
1614942000,12.13,93,2.06,0,0
1614945600,12.65,87,1.54,0,0
1614949200,13.34,82,1.54,0,0
1614952800,14.07,77,2.06,0,0
1614956400,14.59,72,3.09,0,0
1614960000,13.52,67,2.57,0,0
1614963600,12.38,72,2.57,0,0
1614967200,11.39,76,3.6,0,0
1614970800,10.48,82,5.14,0,0
1614974400,9.25,81,5.14,0,0
1614978000,8.52,87,4.12,0,0
1614981600,8.61,87,3.09,0,0
1614985200,7.7,81,3.6,0,0
1614988800,6.9,87,2.57,0,0
1614992400,6.98,81,3.09,0,0
1614996000,6.38,87,3.09,0,0
1614999600,6.29,87,3.09,0,0
1615003200,5.67,87,3.6,0,0
1615006800,5.39,87,2.06,0,0
1615010400,4.61,93,1.54,0,0
1615014000,4.68,93,1.54,0,0
1615017600,5.91,93,0.51,0,0
1615021200,6.98,81,3.09,0,0
1615024800,8.25,76,2.06,0,0
1615028400,8.9,71,2.06,0,0
1615032000,9.64,71,1.54,0,0
1615035600,9.66,71,2.06,0,0
1615039200,9.82,71,3.09,0,0
1615042800,9.87,71,3.09,0,0
1615046400,8.17,76,2.57,0,0
1615050000,7.99,76,2.06,0,0
1615053600,7.59,76,1.54,0,0
1615057200,7.27,81,1.54,0,0
1615060800,7.13,76,1.03,0,0
1615064400,6.31,87,1.03,0,0
1615068000,6.41,87,0.51,0,0
1615071600,6.44,87,1.54,0,0
1615075200,6.35,81,2.06,0,0
1615078800,6.44,81,1.54,0,0
1615082400,6.36,81,1.03,0,0
1615086000,5.87,87,1.54,0,0
1615089600,5.96,87,1.54,0,0
1615093200,5.74,87,1.03,0,0
1615096800,5.63,87,2.06,0,0
1615100400,5.43,93,0.51,0,0
1615104000,7.31,81,1.54,0,0
1615107600,7.68,81,1.03,0,0
1615111200,9.11,76,2.06,0,0
1615114800,10.01,71,3.09,0,0
1615118400,11.12,66,2.06,0,0
1615122000,11.06,66,2.57,0,0
1615125600,9.71,76,2.57,0,0
1615129200,9.94,76,3.6,0,0
1615132800,10.03,76,2.57,0,0
1615136400,9.25,76,3.09,0,0
1615140000,8.76,81,2.57,0,0
1615143600,8.54,81,2.06,0,0
1615147200,7.91,87,2.06,0,0
1615150800,7.51,87,2.06,0,0
1615154400,7.59,87,3.09,0,0
1615158000,6.77,93,1.54,0,0
1615161600,6.7,93,3.6,0,0
1615165200,6.77,93,2.06,0,0
1615168800,6.64,93,3.09,0.56,0
1615172400,6.18,100,2.06,0,0
1615176000,6.25,100,2.57,0.56,0
1615176000,6.25,100,2.57,0.56,0
1615179600,6.15,100,2.06,0.33,0
1615179600,6.15,100,2.06,0.33,0
1615183200,6.08,93,2.57,0.33,0
1615183200,6.08,93,2.57,0.33,0
1615186800,6.15,93,3.09,0.33,0
1615186800,6.15,93,3.09,0.33,0
1615190400,6.21,100,2.57,0.38,0
1615190400,6.21,100,2.57,0.38,0
1615194000,6.14,100,2.06,0.38,0
1615194000,6.14,100,2.06,0.38,0
1615197600,6.21,100,2.06,0.38,0
1615197600,6.21,100,2.06,0.38,0
1615201200,6.46,100,3.09,0.33,0
1615201200,6.46,100,3.09,0.33,0
1615204800,6.8,93,2.06,0.33,0
1615208400,6.86,93,2.57,0.33,0
1615212000,6.91,93,2.06,0.15,0
1615215600,6.86,93,2.06,0.15,0
1615219200,6.91,93,2.57,0,0
1615222800,6.35,93,2.57,0,0
1615226400,6.28,93,2.57,0.33,0
1615230000,5.95,100,2.06,0,0
1615233600,5.88,100,1.54,0,0
1615237200,5.82,100,1.54,0,0
1615240800,5.88,100,1.54,0.08,0
1615244400,5.81,100,2.06,0,0
1615248000,5.74,100,3.09,0,0
1615251600,5.81,100,2.57,0,0
1615255200,5.62,100,2.57,0,0
1615258800,5.54,100,2.06,0,0
1615262400,5.62,93,2.57,0,0
1615266000,5.47,100,2.06,0,0
1615266000,5.47,100,2.06,0,0
1615269600,5.37,93,3.09,0,0
1615273200,5.07,93,1.54,0,0
1615276800,5.21,93,2.06,0,0
1615280400,5.52,87,2.06,0,0
1615284000,5.6,87,1.54,0,0
1615287600,7.59,81,1.54,0,0
1615291200,6.76,81,2.57,0,0
1615294800,7.95,81,3.09,0,0
1615298400,8.44,71,2.57,0,0
1615302000,7.22,71,2.06,0,0
1615305600,7.29,71,2.06,0,0
1615309200,6.1,76,1.54,0,0
1615312800,6.01,76,1.03,0,0
1615316400,5.38,81,1.54,0,0
1615320000,5.27,76,2.06,0,0
1615323600,4.47,75,2.06,0,0
1615327200,3.76,87,1.54,0,0
1615330800,2.59,87,0.51,0,0
1615334400,2.51,87,0.79,0,0
1615338000,1.95,93,1.54,0,0
1615341600,0.93,93,1.03,0,0
1615345200,0.49,100,0.51,0,0
1615348800,0.22,93,1.54,0,0
1615352400,0.23,100,1.03,0,0
1615356000,-0.1,93,2.06,0,0
1615359600,-0.09,100,1.03,0,0
1615363200,3.98,93,1.54,0,0
1615366800,7.26,76,2.57,0,0
1615370400,8.54,62,2.57,0,0
1615374000,10.41,58,1.54,0,0
1615377600,11.68,54,1.54,0,0
1615381200,12.41,50,3.09,0,0
1615384800,13.81,44,2.57,0,0
1615388400,14.31,44,4.63,0,0
1615392000,14.89,47,5.66,0,0
1615395600,12.59,41,2.57,0,0
1615399200,10.65,44,3.09,0,0
1615402800,9.45,50,1.18,0,0
1615406400,9.19,54,2.05,0,0
1615410000,8.72,62,0.51,0,0
1615413600,9.19,58,1.54,0,0
1615417200,10.09,71,1.54,0,0
1615420800,9.74,66,2.06,0,0
1615424400,9.69,71,1.03,0,0
1615428000,9.56,76,1.03,0,0
1615431600,9.56,71,1.03,0,0
1615435200,9.24,71,3.6,0,0
1615438800,8.23,76,2.06,0,0
1615442400,7.55,81,3.09,0,0
1615446000,7.91,76,2.57,0,0
1615449600,12.06,66,2.57,0,0
1615453200,14.43,55,3.09,0,0
1615456800,15.59,51,2.06,0,0
1615460400,16.97,52,3.6,0,0
1615464000,17.3,48,3.6,0,0
1615467600,18.01,48,2.57,0,0
1615471200,18.48,45,5.66,0,0
1615474800,17.91,49,5.66,0,0
1615478400,16.86,63,8.75,0,0
1615482000,11.7,94,8.75,0.33,0
1615485600,10.28,93,5.66,0,0
1615489200,10.02,93,3.09,0.33,0
1615492800,9.19,93,5.14,0.1,0
1615492800,9.19,93,5.14,0.1,0
1615496400,8.81,93,1.03,0,0
1615500000,8.87,87,2.57,0,0
1615503600,8.7,81,3.09,0,0
1615507200,8.25,87,1.54,0.33,0
1615510800,8.31,87,1.03,0,0
1615514400,8.16,87,0.51,0,0
1615518000,8.08,93,2.57,0.19,0
1615521600,7.44,100,3.6,0,0
1615525200,6.88,93,2.57,0,0
1615528800,6.83,93,2.57,0,0
1615532400,6.88,93,2.06,0.33,0
1615536000,7.31,93,4.12,0.27,0
1615539600,8.68,87,3.6,0,0
1615543200,9.09,81,4.12,0,0
1615546800,10.25,81,4.63,0,0
1615550400,10.04,76,5.66,0,0
1615554000,10.98,82,5.14,0,0
1615557600,10.97,71,8.75,0,0
1615561200,10.52,76,5.14,0,0
1615564800,9.73,82,4.12,0,0
1615568400,8.52,66,6.17,0,0
1615572000,7.3,76,4.12,0,0
1615575600,6.69,81,2.57,0,0
1615579200,5.87,81,2.57,0,0
1615582800,5.77,81,2.57,0,0
1615586400,4.92,81,1.54,0,0
1615590000,3.74,87,2.06,0,0
1615593600,3.33,93,1.54,0,0
1615597200,3.34,87,1.54,0,0
1615600800,3.35,87,2.06,0,0
1615604400,3.02,93,2.57,0,0
1615608000,3.03,87,3.09,0,0
1615611600,2.89,87,2.57,0,0
1615615200,3.26,81,1.54,0,0
1615618800,3.6,87,2.06,0,0
1615622400,8.39,87,1.03,0,0
1615626000,10.1,62,4.63,0,0
1615629600,11.66,54,8.75,0,0
1615633200,13.02,47,8.23,0,0
1615636800,13.54,47,7.72,0,0
1615640400,14.03,47,8.75,0,0
1615644000,14.12,44,9.26,0,0
1615647600,13.83,47,11.83,0,0
1615651200,12.6,54,10.8,0,0
1615654800,10,66,8.75,0,0
1615658400,9.57,71,6.69,0,0
1615662000,9.36,71,6.17,0,0
1615665600,9.19,71,5.66,0,0
1615669200,9.07,76,5.66,0,0
1615672800,8.48,87,6.69,0,0
1615676400,8.77,87,5.14,0.33,0
1615680000,8.35,87,7.2,0.33,0
1615683600,7.73,93,4.63,0,0
1615687200,7.67,93,4.63,0,0
1615690800,7.59,93,5.66,0.44,0
1615694400,6.96,93,4.63,0,0
1615698000,7.5,93,6.69,0.33,0
1615698000,7.5,93,6.69,0.33,0
1615701600,6.72,87,4.12,0,0
1615705200,6.78,93,3.6,0,0
1615708800,8.43,87,4.12,0,0
1615712400,8.59,87,4.63,0,0
1615716000,9.12,87,5.14,0,0
1615719600,9.49,81,4.12,0,0
1615723200,9.82,71,4.63,0,0
1615726800,9.99,76,6.69,0.33,0
1615730400,9.54,76,5.14,0,0
1615734000,8.98,87,2.06,0,0
1615737600,7.71,87,4.63,0,0
1615741200,7.74,76,5.14,0,0
1615744800,6.54,81,5.14,0,0
1615748400,5.91,87,2.57,0,0
1615752000,5.46,93,2.57,0,0
1615755600,5.37,93,2.57,0,0
1615759200,5.46,87,2.06,0,0
1615762800,5.34,93,2.57,0,0
1615766400,4.85,93,2.57,0,0
1615770000,4.95,93,2.06,0,0
1615773600,4.65,100,1.54,0,0
1615777200,4.95,93,1.54,0,0
1615780800,5.05,93,2.57,0,0
1615784400,5.09,93,2.06,0,0
1615788000,5,93,1.54,0,0
1615791600,5.09,93,2.57,0,0
1615795200,7,87,3.09,0,0
1615798800,8.28,87,3.6,0,0
1615802400,8.92,87,3.09,0.04,0
1615806000,10.09,87,3.09,0,0
1615809600,9.69,93,5.14,0.33,0
1615813200,10.35,87,6.17,0.33,0
1615816800,10.75,93,3.6,0,0
1615820400,10.27,93,4.12,0.13,0
1615824000,9.97,93,3.09,0,0
1615827600,8.83,82,4.12,0,0
1615831200,8.33,81,4.63,0,0
1615834800,8.43,87,3.6,0,0
1615838400,7.91,87,3.09,0,0
1615842000,7.8,87,3.09,0.08,0
1615845600,7.51,87,2.57,0,0
1615849200,7.12,93,1.03,0,0
1615852800,6.73,93,1.03,0,0
1615856400,7.12,93,1.03,0,0
1615860000,6.42,100,2.06,0,0
1615863600,6.32,93,0.81,0,0
1615867200,6.42,93,1.03,0,0
1615870800,6,93,0.51,0,0
1615874400,5.21,93,0.51,0,0
1615878000,5.61,100,1.03,0,0
1615881600,7.88,100,1.03,0,0
1615885200,9.83,87,1.54,0,0
1615888800,10.67,82,2.06,0,0
1615892400,11.69,66,2.57,0,0
1615896000,12.01,62,3.09,0,0
1615899600,12.81,54,3.09,0,0
1615903200,12.67,62,3.6,0,0
1615906800,12.81,62,2.06,0,0
1615910400,12.92,62,3.09,0,0
1615914000,12.06,67,3.09,0,0
1615917600,9.62,76,3.6,0,0
1615921200,8.7,82,3.09,0,0
1615924800,7.53,87,2.57,0,0
1615928400,7.13,93,2.57,0,0
1615932000,7.53,93,2.57,0,0
1615935600,8.27,87,2.57,0,0
1615939200,7.77,93,2.57,0,0
1615942800,8.27,93,2.57,0,0
1615946400,8.41,93,2.57,0.33,0
1615950000,7.62,100,2.57,0,0
1615953600,8.09,93,2.57,0.33,0
1615957200,8.23,93,3.09,0,0
1615960800,8.46,100,3.09,0,0
1615960800,8.46,100,3.09,0,0
1615964400,8.55,100,2.57,0,0
1615964400,8.55,100,2.57,0,0
1615968000,8.94,100,4.12,0,0
1615971600,10.04,93,4.12,0,0
1615975200,11.18,71,3.09,0,0
1615978800,12.47,58,3.6,0,0
1615982400,13.06,58,5.14,0,0
1615986000,13.41,51,4.63,0,0
1615989600,13.92,44,5.14,0,0
1615993200,13.41,41,5.66,0,0
1615996800,13.45,41,5.14,0,0
1616000400,10.82,44,5.14,0,0
1616004000,9.16,54,4.63,0,0
1616007600,8.35,58,3.09,0,0
1616011200,7.64,66,3.09,0,0
1616014800,7.51,62,3.6,0,0
1616018400,7.24,71,3.09,0,0
1616022000,6.14,76,1.03,0,0
1616025600,5.33,81,1.69,0,0
1616029200,5.43,81,1.54,0,0
1616032800,4.56,93,1.03,0,0
1616036400,4.43,93,1.54,0,0
1616040000,4.63,76,2.06,0,0
1616043600,3.46,81,3.09,0,0
1616047200,2.7,81,4.12,0,0
1616050800,3.14,75,2.57,0,0
1616054400,4.94,70,4.12,0,0
1616058000,5.87,71,2.57,0,0
1616061600,7.01,66,3.09,0,0
1616065200,8.94,57,3.6,0,0
1616068800,7.9,57,3.6,0,0
1616072400,8.39,57,4.12,0,0
1616076000,8.41,50,4.12,0,0
1616079600,7.58,53,5.14,0,0
1616083200,7.37,53,3.6,0,0
1616086800,6.93,57,3.6,0,0
1616090400,6.1,61,3.09,0,0
1616094000,5.9,61,2.57,0,0
1616097600,5.09,76,2.57,0,0
1616101200,4.96,76,2.57,0,0
1616104800,4.77,70,2.57,0,0
1616108400,4.5,65,1.54,0,0
1616112000,3.98,75,1.54,0,0
1616115600,4.1,70,0.51,0,0
1616119200,3.56,81,3.09,0,0
1616122800,3.12,81,1.54,0,0
1616126400,3.24,87,2.57,0.5,0
1616130000,2.99,87,2.06,0.33,0
1616133600,2.51,93,4.12,0.33,0
1616137200,2.2,93,2.57,0.33,0
1616140800,2.45,93,2.06,0.73,0
1616144400,2.4,93,2.57,0.73,0
1616148000,2.85,93,2.57,0.73,0
1616151600,3.09,100,2.57,0.33,0
1616155200,3.74,93,2.06,0.33,0
1616158800,5.84,81,1.54,0,0
1616162400,6.79,76,1.03,0,0
1616166000,6.82,81,2.57,0,0
1616169600,4.62,81,2.06,0,0
1616173200,3.81,87,2.06,0,0
1616176800,3.44,93,1.54,0,0
1616180400,3.49,93,0.51,0,0
1616184000,3.03,93,1.54,0,0
1616187600,2.63,87,1.54,0,0
1616191200,2.72,81,1.54,0,0
1616194800,1.44,87,1.54,0,0
1616198400,1.34,87,2.06,0,0
1616202000,0.72,87,2.06,0,0
1616205600,0.04,93,1.54,0,0
1616209200,-0.42,100,2.22,0,0
1616212800,-1.07,100,1.03,0,0
1616216400,-1.44,100,0.51,0,0
1616220000,-1.82,100,1.03,0,0
1616223600,-1.44,100,0.51,0,0
1616227200,1.26,100,1.54,0,0
1616230800,3.62,81,2.57,0,0
1616234400,4.39,70,1.54,0,0
1616238000,5.44,75,1.54,0,0
1616241600,6.28,70,3.09,0,0
1616245200,6.92,66,2.06,0,0
1616248800,7.63,53,1.54,0,0
1616252400,6.82,43,2.06,0,0
1616256000,7.64,40,2.57,0,0
1616259600,6.72,40,1.54,0,0
1616263200,5.51,40,1.54,0,0
1616266800,3.61,49,2.06,0,0
1616270400,2.1,75,1.03,0,0
1616274000,2.31,70,1.03,0,0
1616277600,1.62,87,1.54,0,0
1616281200,0.65,86,1.54,0,0
1616284800,0.27,86,1.54,0,0
1616288400,-0.38,93,1.03,0,0
1616292000,-1.27,93,1.03,0,0
1616295600,-1.3,93,1.03,0,0
1616299200,-1.27,93,1.54,0,0
1616302800,-1.78,93,1.03,0,0
1616306400,-1.79,100,1.03,0,0
1616310000,-0.34,93,1.54,0,0
1616313600,3.21,81,1.03,0,0
1616317200,5.33,75,2.57,0,0
1616320800,6.72,66,3.09,0,0
1616324400,8.32,57,4.63,0,0
1616328000,9.39,53,4.63,0,0
1616331600,10.08,54,4.63,0,0
1616335200,10.9,47,4.63,0,0
1616338800,9.86,46,3.6,0,0
1616342400,9.94,54,4.12,0,0
1616346000,7.94,57,5.66,0,0
1616349600,7.11,66,5.14,0,0
1616353200,7.22,66,5.66,0,0
1616356800,6.16,71,3.6,0,0
1616360400,6.04,76,2.57,0,0
1616364000,5.77,81,2.06,0,0
1616367600,5.4,81,1.03,0,0
1616371200,5.3,81,1.03,0,0
1616374800,5.4,81,1.54,0,0
1616378400,4.29,93,0.51,0,0
1616382000,3.89,93,1.03,0,0
1616385600,4.37,87,0.76,0,0
1616389200,3.26,93,0.51,0,0
1616392800,2.38,100,2.06,0,0
1616396400,2.86,93,1.03,0,0
1616400000,5.85,93,1.03,0,0
1616403600,8.36,81,1.54,0,0
1616407200,9.7,66,1.03,0,0
1616410800,11.08,62,2.06,0,0
1616414400,11.28,62,2.06,0,0
1616418000,12.53,54,3.6,0,0
1616421600,13.07,50,3.09,0,0
1616425200,13.23,54,2.06,0,0
1616428800,12.85,54,2.06,0,0
1616432400,11.02,54,2.06,0,0
1616436000,9.29,62,4.12,0,0
1616439600,7.36,71,4.12,0,0
1616443200,5.41,76,2.57,0,0
1616446800,4.61,76,3.09,0,0
1616450400,4.61,81,1.54,0,0
1616454000,3.62,81,2.57,0,0
1616457600,3.45,87,0.98,0,0
1616461200,2.5,87,1.54,0,0
1616464800,2.03,93,1.54,0,0
1616468400,1.6,93,1.54,0,0
1616472000,1.63,100,1.54,0,0
1616475600,0.94,100,2.06,0,0
1616479200,1.23,93,0.51,0,0
1616482800,1.26,100,0.51,0,0
1616486400,6.01,100,0.51,0,0
1616490000,7.75,93,2.06,0,0
1616493600,9.4,87,1.54,0,0
1616497200,11.51,76,1.54,0,0
1616500800,12.17,58,1.54,0,0
1616504400,13.74,51,2.06,0,0
1616508000,14.48,55,2.06,0,0
1616511600,15.3,41,2.06,0,0
1616515200,14.94,41,1.54,0,0
1616518800,12.79,39,2.57,0,0
1616522400,11.21,44,2.06,0,0
1616526000,9.85,54,1.03,0,0
1616529600,6.8,61,1.54,0,0
1616533200,6.03,71,1.54,0,0
1616536800,5.44,66,1.03,0,0
1616540400,4.08,87,0.51,0,0
1616544000,4,87,1.03,0,0
1616547600,3.68,87,1.54,0,0
1616551200,3.45,87,3.09,0,0
1616554800,2.75,93,2.06,0,0
1616558400,2.41,93,1.03,0,0
1616562000,2.56,87,2.06,0,0
1616565600,2.88,93,2.06,0,0
1616569200,4.39,81,1.54,0,0
1616572800,10.24,66,1.54,0,0
1616576400,11.69,62,2.06,0,0
1616580000,12.69,58,2.06,0,0
1616583600,14.52,51,1.03,0,0
1616587200,15.17,44,1.03,0,0
1616590800,15.8,34,1.54,0,0
1616594400,16.73,39,2.06,0,0
1616598000,17.09,39,2.57,0,0
1616601600,16.74,45,2.06,0,0
1616605200,14,63,6.69,0,0
1616608800,11.81,67,5.66,0,0
1616612400,10.11,81,4.12,0,0
1616616000,8.11,87,3.6,0,0
1616619600,7.69,87,2.06,0,0
1616623200,8.19,87,2.06,0,0
1616626800,7.89,87,2.57,0,0
1616630400,7.75,87,1.54,0,0
1616634000,7.89,87,2.06,0,0
1616637600,8.08,87,1.54,0,0
1616641200,7.95,87,1.54,0,0
1616644800,7.68,87,1.05,0,0
1616648400,7.83,93,1.03,0,0
1616652000,8.11,87,1.54,0,0
1616655600,8.23,87,0.86,0,0
1616659200,9.46,87,1.54,0,0
1616662800,10.48,71,1.54,0,0
1616666400,10.97,62,2.06,0,0
1616670000,13.38,58,1.03,0,0
1616673600,14.58,55,2.57,0,0
1616677200,14.72,58,1.03,0,0
1616680800,15.52,51,2.06,0,0
1616684400,15,55,2.06,0,0
1616688000,14.99,55,3.09,0,0
1616691600,13.42,58,3.6,0,0
1616695200,12.37,62,3.6,0,0
1616698800,11.47,62,2.06,0,0
1616702400,9.44,71,1.03,0,0
1616706000,8.34,71,1.03,0,0
1616709600,7.37,81,1.54,0,0
1616713200,7.7,76,2.06,0,0
1616716800,7.4,87,1.03,0,0
1616720400,6.9,87,1.02,0,0
1616724000,5.56,93,1.25,0,0
1616727600,5.28,93,2.06,0,0
1616731200,4.79,93,1.54,0,0
1616734800,4.0,93,1.18,0,0
1616738400,4.79,93,0.51,0,0
1616742000,5.36,100,0.79,0,0
1616745600,6.0,93,1.03,0,0
1616749200,9.0,81,1.26,0,0
1616752800,13.32,76,0.51,0,0
1616756400,15.92,62,1.03,0,0
1616760000,16.62,55,2.06,0,0
1616763600,17.47,55,1.54,0,0
1616767200,19.22,45,2.06,0,0
1616770800,15.49,59,8.75,0,0
1616774400,12.89,67,9.26,0,0
1616778000,11.83,66,5.66,0,0
1616781600,11.06,76,5.66,0,0
1616785200,10.28,76,6.69,0,0
1616788800,9.0,71,2.57,0,0
1616792400,9.0,71,3.09,0,0
1616796000,9.0,71,0.51,0,0
1616799600,9.0,76,2.06,0,0
1616803200,9.22,76,2.06,0,0
1616806800,8.73,81,3.09,0,0
1616810400,8.45,76,3.6,0,0
1616814000,7.68,81,3.09,0,0
1616817600,7.89,71,2.57,0,0
1616821200,6.06,75,3.09,0,0
1616824800,5.56,81,3.6,0,0
1616828400,6.69,81,1.54,0,0
1616832000,8.73,71,2.06,0,0
1616835600,9.72,62,3.09,0,0
1616839200,11.9,58,3.6,0,0
1616842800,12.68,54,3.09,0,0
1616846400,14.3,47,2.57,0,0
1616850000,15.07,47,2.57,0,0
1616853600,16.41,44,3.09,0,0
1616857200,16.9,41,1.54,0,0
1616860800,17.0,42,1.03,0,0
1616864400,17.0,42,1.54,0,0
1616868000,17.0,42,1.54,0,0
1616871600,15.0,55,1.54,0,0
1616875200,12.0,62,1.54,0,0
1616878800,11.0,66,1.54,0,0
1616882400,9.51,76,2.06,0,0
1616886000,8.45,81,0.51,0,0
1616889600,6.9,81,0.51,0,0
1616893200,6.34,87,1.27,0,0
1616896800,5.28,87,1.03,0,0
1616900400,5.0,87,0.51,0,0
1616904000,4.79,93,0.51,0,0
1616907600,3.73,93,0.51,0,0
1616911200,4.03,93,0.51,0,0
1616914800,4.94,100,1.03,0,0
1616918400,9.16,81,1.51,0,0
1616922000,12.54,71,0.51,0,0
1616925600,12.0,66,1.03,0,0
1616929200,15.0,58,1.03,0,0
1616932800,18.24,51,1.54,0,0
1616936400,19.79,45,1.54,0,0
1616940000,20.0,37,3.09,0,0
1616943600,21.34,32,4.63,0,0
1616947200,21.0,32,4.12,0,0
1616950800,21.0,32,4.63,0,0
1616954400,19.0,37,3.09,0,0
1616958000,16.0,41,3.09,0,0
1616961600,14.93,39,1.54,0,0
1616965200,14.0,44,1.03,0,0
1616968800,12.0,54,0.51,0,0
1616972400,10.64,66,1.54,0,0
1616976000,9.0,66,2.06,0,0
1616979600,8.0,71,1.54,0,0
1616983200,9.02,71,1.03,0,0
1616986800,7.68,76,1.18,0,0
1616990400,6.9,81,1.03,0,0
1616994000,5.56,87,1.54,0,0
1616997600,5.08,87,1.54,0,0
1617001200,8.11,87,1.03,0,0
1617004800,10.71,76,1.03,0,0
