dt,temp,humidity,wind_speed,rain_1h,snow_1h
1611918000,12.97,100,4.12,0,0
1611921600,12.67,100,3.6,0,0
1611925200,13.07,100,3.6,0.33,0
1611925200,13.07,100,3.6,0.33,0
1611928800,13,100,4.63,0.33,0
1611932400,12.91,100,3.09,0,0
1611936000,12.44,100,2.57,0,0
1611939600,11.49,94,2.06,0,0
1611943200,11.4,94,1.54,0,0
1611946800,10.77,100,1.54,0,0
1611950400,10.66,94,3.09,0,0
1611954000,10.59,100,3.09,0,0
1611957600,9.95,100,1.54,0,0
1611961200,10,93,3.09,0,0
1611964800,9.57,100,3.6,0,0
1611968400,8.96,100,1.03,0,0
1611972000,8.73,93,2.57,0,0
1611975600,8.73,93,1.54,0,0
1611979200,9.05,93,1.54,0,0
1611982800,9.9,93,2.06,0.33,0
1611986400,10.41,93,6.17,0.33,0
1611990000,9.88,93,2.57,0.33,0
1611993600,9.58,93,2.06,3.25,0
1611997200,9.19,93,3.6,3.25,0
1611997200,9.19,93,3.6,3.25,0
1612000800,9.81,87,4.12,0,0
1612004400,10.5,87,4.63,0.5,0
1612008000,10.2,93,5.14,0.5,0
1612011600,10,87,6.69,0,0
1612015200,9.47,87,4.12,0,0
1612018800,9.93,71,6.69,0,0
1612022400,9.01,71,8.75,0,0
1612026000,8.32,71,6.69,0,0
1612029600,7.82,76,5.66,0,0
1612033200,7.85,81,8.75,0.33,0
1612036800,7.2,87,5.14,1.21,0
1612040400,8.09,93,6.17,1.21,0
1612040400,8.09,93,6.17,1.21,0
1612044000,6.8,87,6.69,1.21,0
1612047600,8.02,93,9.26,0.33,0
1612047600,8.02,93,9.26,0.33,0
1612051200,8.18,93,8.23,0.33,0
1612054800,8.27,100,8.23,0.33,0
1612054800,8.27,100,8.23,0.33,0
1612058400,8.72,100,10.29,3,0
1612058400,8.72,100,10.29,3,0
1612062000,8.94,93,11.32,3,0
1612062000,8.94,93,11.32,3,0
1612065600,9.02,93,11.32,3,0
1612065600,9.02,93,11.32,3,0
1612069200,9.26,93,11.83,0.33,0
1612069200,9.26,93,11.83,0.33,0
1612072800,9.2,93,11.32,0.33,0
1612072800,9.2,93,11.32,0.33,0
1612076400,9.51,93,10.8,0.33,0
1612080000,9.47,93,10.8,0,0
1612083600,9.52,93,9.26,0,0
1612087200,9.91,87,7.72,0,0
1612090800,9.86,93,5.14,0.33,0
1612094400,10.32,93,4.63,0.33,0
1612098000,10.51,87,5.14,0.33,0
1612101600,10.33,100,4.63,0.54,0
1612101600,10.33,100,4.63,0.54,0
1612105200,10.62,100,5.66,0.54,0
1612105200,10.62,100,5.66,0.54,0
1612108800,11.59,88,8.23,0,0
1612112400,11.42,94,6.69,0.33,0
1612116000,11.2,87,7.2,0,0
1612119600,10.6,93,2.57,0,0
1612123200,9.91,100,3.09,0,0
1612126800,11.25,93,8.75,0.92,0
1612130400,11.48,82,11.83,0,0
1612134000,10.85,87,11.83,0.33,0
1612137600,10.4,93,7.2,0.33,0
1612141200,10.48,87,11.32,0,0
1612144800,10.35,82,11.83,0,0
1612148400,10.25,93,9.77,0.44,0
1612148400,10.25,93,9.77,0.44,0
1612152000,10.34,87,10.8,0.44,0
1612155600,10.42,87,12.35,0.33,0
1612159200,10.34,87,12.86,0.33,0
1612159200,10.34,87,12.86,0.33,0
1612162800,10.73,82,11.83,0.33,0
1612166400,10.43,93,10.8,0.06,0
1612166400,10.43,93,10.8,0.06,0
1612170000,10.35,93,12.86,0.06,0
1612170000,10.35,93,12.86,0.06,0
1612173600,11.32,76,13.38,0,0
1612177200,11.76,76,11.83,0,0
1612180800,10.56,93,8.75,0.33,0
1612180800,10.56,93,8.75,0.33,0
1612184400,11.31,87,12.35,0,0
1612188000,11.66,82,10.29,0,0
1612191600,11.26,94,8.75,0.17,0
1612195200,11.34,94,8.75,0.17,0
1612198800,11.4,100,9.26,0.33,0
1612202400,11.33,100,7.72,0.33,0
1612206000,11.4,94,6.17,0,0
1612209600,10.55,94,5.14,0,0
1612213200,11.16,94,2.06,0.44,0
1612216800,11.25,94,1.03,0,0
1612220400,11.1,100,2.57,0.33,0
1612220400,11.1,100,2.57,0.33,0
1612224000,10.78,100,2.06,0.33,0
1612227600,10.85,100,2.57,0,0
1612231200,10.3,93,2.06,0,0
1612234800,10.68,100,2.06,0,0
1612238400,10.37,93,2.57,0,0
1612242000,9.63,100,2.06,0,0
1612245600,8.54,100,2.57,0,0
1612249200,9.01,100,3.09,0,0
1612252800,9.93,100,3.6,0,0
1612256400,11.5,87,3.09,0,0
1612260000,13.52,77,3.6,0,0
1612263600,15.84,72,3.09,0,0
1612267200,16.52,59,1.54,0,0
1612270800,17.39,56,1.03,0,0
1612274400,17.83,49,1.54,0,0
1612278000,17.41,52,0.7,0,0
1612281600,17.17,63,2.06,0,0
1612285200,14.78,72,1.03,0,0
1612288800,13.62,72,2.57,0,0
1612292400,12.98,77,3.09,0,0
1612296000,11.64,77,3.6,0,0
1612299600,11.28,72,1.54,0,0
1612303200,10.2,87,2.06,0,0
1612306800,9.73,93,1.03,0,0
1612310400,9.35,93,2.57,0,0
1612314000,8.94,93,2.57,0,0
1612317600,8.58,93,2.06,0,0
1612321200,8.31,93,2.57,0,0
1612324800,8.58,87,2.57,0,0
1612328400,7.68,93,2.06,0,0
1612332000,7.66,93,1.54,0,0
1612335600,8.72,87,3.09,0,0
1612339200,10.12,87,1.03,0,0
1612342800,13.25,72,3.6,0,0
1612346400,16.17,52,5.66,0,0
1612350000,16.43,63,4.63,0,0
1612353600,16.1,67,5.14,0,0
1612357200,14.83,77,5.66,0,0
1612360800,14.76,82,3.6,0,0
1612364400,14.52,82,3.6,0,0
1612368000,13.17,76,2.57,0.19,0
1612371600,11.37,82,2.57,0,0
1612375200,10.27,82,2.57,0.5,0
1612378800,10.02,76,2.06,0,0
1612382400,9.69,82,4.12,0.06,0
1612386000,9.95,87,4.63,0.06,0
1612389600,8.97,87,4.63,0,0
1612393200,8.65,93,5.14,0,0
1612396800,9.03,87,4.12,0,0
1612400400,9.05,87,1.54,0,0
1612404000,7.98,93,2.06,0,0
1612407600,8.32,93,1.54,0,0
1612411200,7.91,100,1.54,0,0
1612414800,8.3,93,1.03,0,0
1612418400,9.57,100,2.06,0,0
1612422000,9.58,100,1.54,0,0
1612425600,10.1,100,1.54,0,0
1612429200,11.14,93,1.03,0,0
1612432800,12.23,93,1.03,0,0
1612436400,13.55,88,1.03,0,0
1612440000,14.4,77,3.09,0,0
1612443600,14.76,72,3.09,0,0
1612447200,15.02,67,3.6,0,0
1612450800,14.75,67,3.6,0,0
1612454400,14.06,77,3.09,0,0
1612458000,12.18,77,2.57,0,0
1612461600,10.67,87,1.54,0,0
1612465200,9.71,87,1.54,0,0
1612468800,9.54,93,2.06,0,0
1612472400,8.8,93,1.54,0,0
1612476000,7.79,93,1.54,0,0
1612479600,7.32,93,1.54,0,0
1612483200,7.26,93,1.54,0,0
1612486800,6.52,100,1.03,0,0
1612490400,6.79,93,1.54,0,0
1612494000,6.81,100,1.54,0,0
1612497600,7.75,100,1.03,0,0
1612501200,7.45,100,3.09,0,0
1612504800,7.52,100,2.06,0,0
1612508400,7.21,100,1.54,0,0
1612512000,8.47,100,2.06,0,0
1612515600,9.44,100,1.54,0,0
1612519200,8.79,100,1.03,0,0
1612522800,11.13,100,1.03,0,0
1612526400,11.17,100,1.54,0,0
1612530000,11.7,93,1.54,0,0
1612533600,13.01,87,3.09,0,0
1612537200,13.31,87,1.54,0,0
1612540800,13.26,87,2.57,0,0
1612544400,11.94,93,2.57,0,0
1612548000,11.22,93,2.57,0,0
1612551600,11.27,93,2.06,0,0
1612555200,10.79,93,2.06,0,0
1612558800,10.73,93,2.06,0,0
1612562400,9.97,93,1.54,0,0
1612566000,9.75,93,0.51,0,0
1612569600,9.29,93,0.51,0,0
1612573200,10.17,93,1.03,0,0
1612576800,9.26,100,1.2,0,0
1612580400,8.88,93,1.03,0,0
1612584000,8.62,93,1.03,0,0
1612587600,7.75,100,1.03,0,0
1612591200,8.03,100,1.03,0,0
1612594800,8.78,93,2.57,0,0
1612598400,9.21,100,2.06,0,0
1612602000,9.17,100,2.57,0.13,0
1612602000,9.17,100,2.57,0.13,0
1612605600,9.52,100,2.57,0.13,0
1612605600,9.52,100,2.57,0.13,0
1612609200,10.77,100,3.09,0,0
1612612800,11.31,93,3.6,0,0
1612616400,11.33,93,3.6,0.5,0
1612620000,10.83,93,4.12,0.33,0
1612623600,10.79,93,6.17,0.33,0
1612627200,9.78,100,6.17,0.33,0
1612630800,8.17,100,8.23,0.33,0
1612634400,7.79,93,6.17,0.33,0
1612638000,7.85,93,6.69,0.33,0
1612641600,7.11,93,6.69,1.15,0
1612645200,6.72,93,6.69,1.15,0
1612648800,6.47,93,5.14,0,0
1612652400,5.51,87,5.14,0,0
1612656000,5.42,87,4.12,0,0
1612659600,5.11,93,4.63,0,0
1612663200,4.69,87,4.63,0,0
1612666800,4.23,93,3.09,0,0
1612670400,4.37,87,4.12,0.1,0
1612674000,4.2,93,3.09,0,0
1612677600,3.82,87,2.57,0,0
1612681200,2.84,93,1.54,0,0
1612684800,4.33,87,1.54,0,0
1612688400,6.75,81,3.09,0,0
1612692000,7.41,81,3.6,0,0
1612695600,8.32,81,5.66,0,0
1612699200,8.24,87,4.12,0,0
1612702800,8.38,81,6.69,0,0
1612706400,8.71,81,5.66,0,0
1612710000,8.63,81,5.14,0,0
1612713600,8.46,76,4.63,0,0
1612717200,7.5,81,3.09,0,0
1612720800,6.07,87,2.06,0,0
1612724400,5.82,87,2.06,0,0
1612728000,5.24,87,0.51,0,0
1612731600,5.17,87,2.06,0,0
1612735200,4.92,93,2.06,0,0
1612738800,5.26,93,2.57,0,0
1612742400,5.62,87,3.09,0.5,0
1612746000,5.26,93,2.57,0.5,0
1612749600,5.51,100,2.06,0,0
1612753200,5.89,93,1.54,0,0
1612756800,6.22,93,1.03,0,0
1612760400,6.35,93,1.03,0.5,0
1612764000,6.33,100,1.54,0.5,0
1612767600,6.35,100,1.03,0,0
1612771200,6.78,100,2.28,0.5,0
1612774800,7.45,100,1.03,0,0
1612778400,7.89,93,4.12,0.5,0
1612782000,8.45,87,3.09,0,0
1612785600,8.39,81,5.66,0.5,0
1612789200,8.45,81,4.63,0,0
1612792800,8.64,81,4.12,0,0
1612796400,9.67,76,5.66,0,0
1612800000,10.07,71,5.14,0,0
1612803600,8.6,76,4.63,0,0
1612807200,7.78,81,4.63,0,0
1612810800,7.89,81,6.17,0,0
1612814400,7.77,81,5.66,0,0
1612818000,7.27,87,5.66,0,0
1612821600,7.69,87,4.63,0.04,0
1612825200,7.67,87,3.6,0,0
1612828800,7.24,87,4.63,0.5,0
1612832400,7.03,81,4.12,0,0
1612836000,6.02,87,1.03,0,0
1612839600,5.05,93,2.57,0,0
1612843200,5.31,93,2.06,0,0
1612846800,4.74,100,1.03,0,0
1612850400,5.1,93,1.54,0,0
1612854000,4.42,100,1.03,0,0
1612857600,5.69,87,3.09,0,0
1612861200,7.39,81,4.12,0,0
1612864800,8.87,71,3.6,0,0
1612868400,10.67,71,3.6,0.33,0
1612872000,9.95,81,1.54,0.33,0
1612875600,9.95,87,2.06,0.33,0
1612879200,9.1,93,1.03,0.4,0
1612882800,9.37,93,1.03,0.4,0
1612886400,8.7,93,2.06,0.4,0
1612890000,8.2,93,3.6,0,0
1612893600,7.44,93,1.03,0,0
1612897200,6.45,93,1.54,0,0
1612900800,5.53,100,1.54,0,0
1612904400,6.26,81,3.09,0,0
1612908000,5.21,87,2.06,0,0
1612911600,5.41,81,2.57,0,0
1612915200,5.04,81,1.03,0,0
1612918800,4.69,87,1.54,0,0
1612922400,4.31,93,1.54,0,0
1612926000,3.98,93,1.54,0,0
1612929600,4.07,87,1.54,0,0
1612933200,4.43,87,1.54,0,0
1612936800,4.71,87,2.06,0,0
1612940400,5.07,87,1.03,0,0
1612944000,5.91,87,2.57,0,0
1612947600,6.16,87,1.54,0.33,0
1612951200,6.23,100,2.06,0.33,0
1612954800,6.19,93,3.09,0,0
1612958400,6.5,87,3.6,0.33,0
1612962000,6.9,93,3.6,0.33,0
1612965600,7.03,93,4.63,0.25,0
1612965600,7.03,93,4.63,0.25,0
1612969200,7.33,93,5.14,0.25,0
1612972800,7.43,93,4.12,0,0
1612976400,7.6,93,7.72,0,0
1612980000,7.52,87,5.14,0,0
1612983600,7.6,87,5.14,0,0
1612987200,7.39,87,4.12,0,0
1612990800,7.28,87,4.12,0,0
1612994400,7.07,81,3.09,0,0
1612998000,6.19,87,1.54,0,0
1613001600,5.11,87,2.06,0,0
1613005200,4.44,93,2.06,0,0
1613008800,3.94,100,1.03,0,0
1613012400,4.32,93,3.09,0,0
1613016000,3.94,93,3.09,0,0
1613019600,3.16,93,2.57,0,0
1613023200,3.17,93,2.57,0,0
1613026800,2.84,93,2.57,0,0
1613030400,5.94,87,2.57,0,0
1613034000,7.98,76,2.57,0,0
1613037600,9.95,71,2.06,0,0
1613041200,12.64,62,1.54,0,0
1613044800,13.07,51,1.54,0,0
1613048400,13.73,47,1.54,0,0
1613052000,14.32,44,1.03,0,0
1613055600,14.2,51,0.51,0,0
1613059200,13.4,55,1.54,0,0
1613062800,12.37,72,1.54,0,0
1613066400,11.23,76,1.54,0,0
1613070000,9.98,82,3.6,0.33,0
1613073600,9.69,87,3.09,0,0
1613077200,8.61,93,2.57,0,0
1613080800,8.33,87,1.54,0,0
1613084400,7.19,93,1.54,0,0
1613088000,7.58,93,1.54,0,0
1613091600,6.87,93,1.03,0,0
1613095200,7.34,93,1.54,0,0
1613098800,7.74,87,1.03,0,0
1613102400,7.34,93,2.06,0,0
1613106000,7.92,87,3.09,0,0
1613109600,8.25,87,1.54,0,0
1613113200,8.56,93,2.06,0.33,0
1613116800,10.89,100,6.17,0.15,0
1613120400,11.08,100,7.2,0.15,0
1613124000,11.45,94,4.12,0.15,0
1613127600,10.61,94,5.66,0.33,0
1613131200,10.96,94,5.14,0.33,0
1613131200,10.96,94,5.14,0.33,0
1613134800,11.41,94,7.2,0,0
1613138400,11.4,94,7.2,0.31,0
1613138400,11.4,94,7.2,0.31,0
1613142000,10.51,94,7.2,0.31,0
1613145600,9.88,93,8.23,0,0
1613149200,9.08,100,7.72,0,0
1613152800,9,93,8.23,0,0
1613156400,8.36,100,6.17,0,0
1613160000,8.12,93,5.14,0,0
1613163600,8.04,93,3.09,0,0
1613167200,8.12,93,1.54,0,0
1613170800,7.57,93,1.19,0,0
1613174400,7.83,93,1.54,0,0
1613178000,8.21,93,1.54,0,0
1613181600,8.2,93,3.09,0,0
1613185200,8.13,100,1.54,0,0
1613188800,7.88,100,2.06,0,0
1613192400,7.86,100,1.03,0,0
1613196000,7.8,93,0.51,0,0
1613199600,7.86,93,1.03,0,0
1613203200,8.1,100,1.6,0,0
1613206800,9.57,93,0.51,0,0
1613210400,10.32,93,0.51,0,0
1613214000,11.48,82,3.6,0,0
1613217600,11.27,82,2.57,0,0
1613221200,11.21,76,2.57,0,0
1613224800,11.64,71,1.54,0,0
1613228400,11.98,67,1.54,0,0
1613232000,11.15,71,1.54,0,0
1613235600,9.95,76,1.03,0,0
1613239200,9.12,82,1.54,0,0
1613242800,8.2,87,2.06,0,0
1613246400,6.86,93,2.06,0,0
1613250000,6.17,87,2.06,0,0
1613253600,5.42,93,2.06,0,0
1613257200,4.44,93,1.03,0,0
1613260800,3.73,100,1.54,0,0
1613264400,3.73,100,2.57,0,0
1613268000,3.66,100,1.03,0,0
1613271600,3.75,100,2.06,0,0
1613275200,4.06,100,2.06,0,0
1613278800,2.98,100,2.57,0,0
1613282400,3.01,93,3.09,0,0
1613286000,2.98,93,1.54,0,0
1613289600,4.7,87,1.03,0,0
1613293200,7.86,81,2.57,0,0
1613296800,9.69,66,2.06,0,0
1613300400,12.3,58,2.06,0,0
1613304000,13.56,55,3.09,0,0
1613307600,14.12,55,3.09,0,0
1613311200,14.82,55,3.6,0,0
1613314800,14.76,59,3.6,0,0
1613318400,13.03,67,4.12,0,0
1613322000,10,67,4.63,0,0
1613325600,8.12,76,2.57,0,0
1613329200,7.45,81,2.57,0,0
1613332800,6.82,76,2.57,0,0
1613336400,6.09,81,2.57,0,0
1613340000,5.68,87,2.57,0,0
1613343600,5.32,81,2.57,0,0
1613347200,4.94,87,2.06,0,0
1613350800,4.6,87,2.06,0,0
1613354400,4.15,87,2.57,0,0
1613358000,5.17,87,1.54,0,0
1613361600,4.57,93,2.06,0,0
1613365200,3.05,93,1.54,0,0
1613368800,2.83,93,2.06,0,0
1613372400,2.73,93,2.06,0,0
1613376000,4.05,93,1.03,0,0
1613379600,8.34,76,1.54,0,0
1613383200,9.59,71,1.54,0,0
1613386800,12.13,67,2.06,0,0
1613390400,13.47,58,2.06,0,0
1613394000,14.46,59,2.06,0,0
1613397600,14.91,55,3.09,0,0
1613401200,14.6,58,4.12,0,0
1613404800,14.73,63,4.12,0,0
1613408400,11.66,62,2.57,0,0
1613412000,9.84,71,2.57,0,0
1613415600,9.19,71,2.06,0,0
1613419200,8.01,76,1.54,0,0
1613422800,6.91,87,2.57,0,0
1613426400,6.18,87,1.03,0,0
1613430000,6.18,87,2.57,0,0
1613433600,5.53,87,1.54,0,0
1613437200,4.75,93,2.06,0,0
1613440800,5.06,93,2.06,0,0
1613444400,4.46,93,1.54,0,0
1613448000,4.27,93,1.03,0,0
1613451600,4.49,93,2.06,0,0
1613455200,4.28,93,2.06,0,0
1613458800,4.18,93,1.54,0,0
1613462400,5.69,93,3.09,0,0
1613466000,10.67,62,1.03,0,0
1613469600,13.23,58,0.51,0,0
1613473200,15.9,58,2.57,0,0
1613476800,17.4,52,2.06,0,0
1613480400,19.41,48,4.12,0,0
1613484000,17.16,48,8.23,0,0
1613487600,14.94,63,12.86,0,0
1613491200,14.14,67,6.17,0,0
1613494800,11.63,71,4.12,0,0
1613498400,10.52,76,3.09,0,0
1613502000,9.88,76,1.54,0,0
1613505600,8.62,76,1.54,0,0
1613509200,8.56,76,1.54,0,0
1613512800,8.22,87,1.03,0.13,0
1613516400,7.41,87,1.03,0,0
1613520000,7.69,93,2.06,0,0
1613523600,7.33,93,1.54,0,0
1613527200,7.33,87,2.06,0,0
1613530800,6.61,93,1.03,0,0
1613534400,5.89,93,1.54,0,0
1613538000,5.35,93,1.03,0,0
1613541600,4.68,93,1.54,0,0
1613545200,4.63,93,2.57,0,0
1613548800,7.83,87,2.57,0,0
1613552400,10.96,76,2.06,0,0
1613556000,12.71,62,1.03,0,0
1613559600,15.33,55,2.06,0,0
1613563200,16.44,45,2.57,0,0
1613566800,17.82,40,2.57,0,0
1613570400,17.95,40,2.06,0,0
1613574000,17.84,42,2.06,0,0
1613577600,17.91,48,1.54,0,0
1613581200,15.15,55,1.54,0,0
1613584800,13.17,67,2.06,0,0
1613588400,12.21,67,2.06,0,0
1613592000,11.53,71,3.09,0,0
1613595600,9.91,71,3.6,0,0
1613599200,9.93,71,2.57,0,0
1613602800,9.23,71,4.12,0,0
1613606400,8.92,71,2.06,0,0
1613610000,8.76,81,2.06,0,0
1613613600,8.84,71,3.09,0,0
1613617200,9.16,71,1.54,0,0
1613620800,9.4,76,2.06,0,0
1613624400,12.72,41,5.14,0,0
1613628000,12.59,36,2.57,0,0
1613631600,13.13,47,1.03,0,0
1613635200,13.73,50,1.54,0,0
1613638800,13.64,58,1.54,0,0
1613642400,16.1,30,4.63,0,0
1613646000,17.95,39,3.09,0,0
1613649600,18.86,26,4.63,0,0
1613653200,18.96,24,9.26,0,0
1613656800,18.61,32,6.17,0,0
1613660400,16.87,67,8.23,0,0
1613664000,15.35,77,8.23,0,0
1613667600,11.71,76,5.66,0,0
1613671200,10.9,82,3.09,0,0
1613674800,10.67,82,1.54,0,0
1613678400,9.94,87,2.06,0,0
1613682000,9.84,82,0.65,0,0
1613685600,9.22,87,1.03,0,0
1613689200,8.07,93,1.03,0,0
1613692800,7.42,93,2.06,0,0
1613696400,6.39,100,2.06,0,0
1613700000,6.78,100,3.09,0,0
1613703600,6.48,93,1.54,0,0
1613707200,5.66,93,0.51,0,0
1613710800,5.63,93,2.06,0,0
1613714400,5.36,93,2.06,0,0
1613718000,5.31,100,2.06,0,0
1613721600,7.72,87,3.09,0,0
1613725200,11.14,71,3.09,0,0
1613728800,12.86,58,2.06,0,0
1613732400,15.56,52,2.57,0,0
1613736000,16.87,40,2.06,0,0
1613739600,18.01,37,3.09,0,0
1613743200,18.28,49,4.12,0,0
1613746800,18.58,45,3.6,0,0
1613750400,18.51,48,4.12,0,0
1613754000,14.69,55,3.09,0,0
1613757600,13.15,67,2.06,0,0
1613761200,12.23,67,3.09,0,0
1613764800,10.87,76,3.09,0,0
1613768400,9.49,76,1.03,0,0
1613772000,9.11,82,1.54,0,0
1613775600,8.71,81,1.54,0,0
1613779200,8.1,81,3.09,0,0
1613782800,7.67,81,2.57,0,0
1613786400,6.94,81,2.57,0,0
1613790000,8.34,81,3.09,0,0
1613793600,7.34,81,3.6,0,0
1613797200,6.88,76,4.12,0,0
1613800800,6.93,71,4.63,0,0
1613804400,7.2,71,4.12,0,0
1613808000,10.59,62,4.63,0,0
1613811600,12.28,58,3.6,0,0
1613815200,13.8,51,3.6,0,0
1613818800,15.52,55,4.12,0,0
1613822400,15.86,55,3.6,0,0
1613826000,16.15,59,4.12,0,0
1613829600,16.51,59,3.6,0,0
1613833200,16.81,63,4.12,0,0
1613836800,16.27,63,3.6,0,0
1613840400,14.82,63,3.6,0,0
1613844000,12.99,67,2.06,0,0
1613847600,11.23,76,3.09,0,0
1613851200,10.52,71,2.06,0,0
1613854800,10.04,76,1.03,0,0
1613858400,9.57,87,1.54,0,0
1613862000,10.89,76,1.54,0,0
1613865600,9.76,81,2.57,0,0
1613869200,12.48,71,1.03,0,0
1613872800,10.16,71,1.54,0,0
1613876400,9.43,76,3.09,0,0
1613880000,9.52,71,2.57,0,0
1613883600,9.31,71,2.57,0,0
1613887200,8.89,76,2.06,0,0
1613890800,8.59,76,1.54,0,0
1613894400,9.07,76,3.6,0,0
1613898000,10.4,71,3.6,0,0
1613901600,10.96,66,1.54,0,0
1613905200,12.55,62,5.14,0,0
1613908800,14.74,51,7.2,0,0
1613912400,15.43,51,6.69,0,0
1613916000,16,51,3.6,0,0
1613919600,15.87,55,5.66,0,0
1613923200,15.61,59,1.54,0,0
1613926800,14.09,63,2.57,0,0
1613930400,12.6,67,1.54,0,0
1613934000,12,71,2.06,0,0
1613937600,10.64,76,0.51,0,0
1613941200,10.56,76,2.57,0,0
1613944800,10.64,76,1.54,0,0
1613948400,10.02,82,4.12,0,0
1613952000,9.63,93,3.6,0,0
1613955600,9.38,93,5.66,0,0
1613959200,9.21,93,5.14,0.4,0
1613962800,8.76,93,4.63,0.4,0
1613966400,8.49,93,3.6,0.4,0
1613970000,8.14,93,4.12,0,0
1613973600,8.1,93,3.6,0.33,0
1613973600,8.1,93,3.6,0.33,0
1613977200,8.14,93,4.63,0.33,0
1613980800,8.11,93,3.09,0.25,0
1613984400,8.37,87,3.09,0.25,0
1613988000,9.59,87,3.6,0,0
1613991600,9.86,81,5.66,0,0
1613995200,9.78,81,4.12,0,0
1613998800,9.27,93,5.14,0.33,0
1613998800,9.27,93,5.14,0.33,0
1614002400,8.33,93,4.63,0,0
1614006000,8.96,93,5.66,0,0
1614009600,9.04,93,3.6,0,0
1614013200,8.2,93,4.12,0,0
1614016800,7.82,93,2.57,0,0
1614020400,7.8,93,2.06,0,0
1614024000,7.46,93,2.57,0,0
1614027600,6.72,100,1.54,0,0
1614031200,6.02,100,1.03,0,0
1614034800,6.29,93,2.57,0,0
1614038400,6.19,100,3.09,0,0
1614042000,6.61,93,2.57,0,0
1614045600,6.24,93,3.09,0,0
1614049200,6.22,93,2.06,0,0
1614052800,5.13,93,2.06,0,0
1614056400,3.97,93,2.06,0,0
1614060000,4,100,1.54,0,0
1614063600,3.57,100,1.03,0,0
1614067200,7.07,100,1.03,0,0
1614070800,8.88,87,2.06,0,0
1614074400,10.95,76,2.06,0,0
1614078000,13.77,72,1.54,0,0
1614081600,14.92,63,2.06,0,0
1614085200,15.4,55,1.03,0,0
1614088800,16.11,52,2.57,0,0
1614092400,16.52,52,2.06,0,0
1614096000,16.62,55,2.57,0,0
1614099600,13.51,59,1.54,0,0
1614103200,11.99,67,1.54,0,0
1614106800,9.93,82,1.54,0,0
1614110400,8.6,93,2.06,0,0
1614114000,8.3,93,1.03,0,0
1614117600,7.89,87,1.54,0,0
1614121200,7.73,93,2.06,0,0
1614124800,7.74,93,2.57,0,0
1614128400,7.41,87,3.09,0,0
1614132000,7.35,87,2.06,0,0
1614135600,6.68,93,1.03,0,0
1614139200,6.31,93,1.03,0,0
1614142800,7.33,93,2.06,0,0
1614146400,6.8,93,2.06,0,0
1614150000,5.16,100,1.03,0,0
1614153600,9.35,93,1.03,0,0
1614157200,10.76,93,1.03,0,0
1614160800,12.86,72,1.54,0,0
1614164400,15.36,67,1.03,0,0
1614168000,16.92,63,1.54,0,0
1614171600,18.22,52,3.09,0,0
1614175200,18.7,49,2.57,0,0
1614178800,19.1,46,3.6,0,0
1614182400,19.4,49,3.09,0,0
1614186000,16,59,2.06,0,0
1614189600,14.43,63,2.06,0,0
1614193200,11.7,82,2.06,0,0
1614196800,10.49,82,2.06,0,0
1614200400,9.05,87,2.57,0,0
1614204000,8.02,93,2.06,0,0
1614207600,8.17,87,2.57,0,0
1614211200,7.78,100,1.54,0,0
1614214800,7.37,93,1.03,0,0
1614218400,6.32,93,1.03,0,0
1614222000,6.04,93,1.54,0,0
1614225600,6,93,2.06,0,0
1614229200,6.09,81,0.51,0,0
1614232800,5.1,87,1.54,0,0
1614236400,5.13,93,1.54,0,0
1614240000,7.47,93,2.06,0,0
1614243600,10.65,76,1.54,0,0
1614247200,12.46,62,1.03,0,0
1614250800,14.5,72,1.54,0,0
1614254400,15.16,72,2.57,0,0
1614258000,15.75,63,3.6,0,0
1614261600,16.29,67,4.12,0,0
1614265200,16.69,59,3.6,0,0
1614268800,16.7,59,3.09,0,0
1614272400,13.95,63,1.54,0,0
1614276000,11.47,72,1.54,0,0
1614279600,11.09,76,3.09,0,0
1614283200,9.43,82,2.57,0,0
1614286800,8.68,87,1.54,0,0
1614290400,9.35,87,1.03,0,0
1614294000,7.63,93,0.51,0,0
1614297600,6.91,93,0.9,0,0
1614301200,6.91,100,1.03,0,0
1614304800,6.77,100,0.51,0,0
1614308400,6.82,100,1.18,0,0
1614312000,6.85,100,1.03,0,0
1614315600,7.13,93,1.54,0,0
1614319200,6.77,93,0.51,0,0
1614322800,6.49,93,0.51,0,0
1614326400,8.46,93,0.51,0,0
1614330000,9.48,87,1.03,0,0
1614333600,10.64,87,1.03,0,0
1614337200,11.81,82,1.03,0,0
1614340800,12.47,82,2.06,0,0
1614344400,13.3,76,1.54,0,0
1614348000,13.33,76,1.54,0,0
1614351600,13.66,76,2.06,0,0
1614355200,13.56,76,3.09,0,0
1614358800,10.55,82,3.6,0,0
1614362400,9.39,87,1.54,0,0
1614366000,9.44,87,1.54,0,0
1614369600,8.79,87,1.03,0,0
1614373200,8.34,93,1.03,0,0
1614376800,8.39,93,1.54,0,0
1614380400,7.77,100,1.54,0,0
1614384000,8.09,93,0.58,0,0
1614387600,8.16,93,1.03,0,0
1614391200,7.83,93,1.03,0,0
1614394800,7.72,93,1.54,0,0
1614398400,7.51,93,2.06,0,0
1614402000,7.12,93,1.03,0,0
1614405600,7,93,1.54,0,0
1614409200,6.73,93,3.09,0,0
1614412800,7.57,87,2.57,0,0
1614416400,7.92,81,2.57,0,0
1614420000,6.76,100,3.6,0,0
1614423600,10.81,66,2.06,0,0
1614427200,11.35,71,1.54,0,0
